Date,^GSPC,TSLA,AMZN,META
2018-01-03,0.006398818768781567,-0.010233112708571857,0.012775310383486449,0.017914401439184324
2018-01-04,0.004028636080503967,-0.008289977599700404,0.004476012896857506,-0.001841145231241792
2018-01-05,0.007033767443369587,0.006229740634655645,0.016162516530176196,0.013671144422686243
2018-01-08,0.0016623439316436617,0.06263821959024418,0.014424678832250848,0.007653009241456399
2018-01-09,0.0013029315960912946,-0.00808538113492141,0.0046757095740346255,-0.0021775158119416993
2018-01-10,-0.0011122268282528491,0.003326413914539472,0.0013012055442500614,-0.0001596821132824333
2018-01-11,0.007033646478779465,0.009408646715617364,0.01781828254348916,-0.0003727055924964695
2018-01-12,0.006749602987881076,-0.005119110235858537,0.022339231610462695,-0.04473562295865563
2018-01-16,-0.003524487622672101,0.011421116241414841,-0.0002605871874575838,-0.005463415402397698
2018-01-17,0.009415051560751175,0.02087858455510405,-0.00755630863716783,-0.004428651615091983
2018-01-18,-0.0016163897301626484,-0.007460532163804823,-0.0012972916415299185,0.012387403742085912
2018-01-19,0.004385235112838837,0.015816873268893028,0.0009741736041779525,0.00828704136971381
2018-01-22,0.008066726499347698,0.004399674810198428,0.025282411609683475,0.022505410846183738
2018-01-23,0.0021743654797181655,0.0034987229726255453,0.02654236704761037,0.02147064065722848
2018-01-24,-0.0005599757022828333,-0.019558338950656062,-0.0036915667119321594,-0.014787469801054276
2018-01-25,0.0006026209018938911,-0.02385156263182675,0.015056912893923968,0.004985171800950372
2018-01-26,0.011841196508761032,0.015430662178036458,0.017489776074125496,0.013441446437507665
2018-01-29,-0.006731974332887192,0.019483745784611983,0.011147987016343786,-0.021157850949307444
2018-01-30,-0.010898815620283941,-0.010614261699658623,0.014206254114237371,0.006129584764631879
2018-01-31,0.0004889853730833948,0.024550343604870628,0.009090198056924459,-0.0012290818151684535
2018-02-01,-0.0006480882520516484,-0.014281293846785892,-0.04196737400527717,0.033174621169179686
2018-02-02,-0.02120854792396809,-0.015747955382294898,0.02874097206609716,-0.014552731717269562
2018-02-05,-0.04097922480422822,-0.03089455173037159,-0.027938006598856924,-0.047403993630034114
2018-02-06,0.017440920592313836,0.002521527021648984,0.03801436389950541,0.02234363226596847
2018-02-07,-0.005001588416939429,0.03302687941110416,-0.018061620618718965,-0.02768335917273701
2018-02-08,-0.03753641975808808,-0.0862898619278617,-0.046782076355553315,-0.0477299321987944
2018-02-09,0.014936090208494734,-0.015258637910555595,-0.008071057484337008,0.02640166603255678
2018-02-12,0.013914584754042503,0.017105860055229627,0.0348088545167482,0.0017035383051149378
2018-02-13,0.0026129297463290957,0.025116342037434514,0.020400675986486094,-0.018479732422936324
2018-02-14,0.013402458257245842,-0.004171050736881843,0.025832207585371192,0.03678895069734245
2018-02-15,0.012069112762299383,0.036486630791516594,0.007380856462852581,0.002450966138541677
2018-02-16,0.0003734693722488025,0.004250554934988271,-0.008941218962002284,-0.01444768755525594
2018-02-20,-0.005841389459353419,-0.002146044443117834,0.013570904563712238,-0.0076117646009881135
2018-02-21,-0.0054965031281792864,-0.004391140631703427,0.009922706887337096,0.010794974597699403
2018-02-22,0.0009735510790762625,0.03861385365210501,0.001631842065593636,0.006070379432369766
2018-02-23,0.01602837635051313,0.016985883239315713,0.009869817359685173,0.02402375897173692
2018-02-26,0.011757015343810906,0.015253507120131848,0.014633382161458375,0.008947525718482563
2018-02-27,-0.012706888443829278,-0.017990057260484416,-0.006550867172796515,-0.01876372525220593
2018-02-28,-0.011095788639207016,-0.022593189478732012,0.0003108313001467522,-0.017304068996973676
2018-03-01,-0.013324399541987275,-0.03535822749677753,-0.012562358807392093,-0.013346874701619327
2018-03-02,0.005071602744632031,0.012661277814635996,0.004553166629101657,0.00386482855920689
2018-03-05,0.011032026532745043,-0.0052816914935877035,0.01557072907976953,0.0214019447763083
2018-03-06,0.002638858606169414,-0.015449266428910424,0.00920849302913429,-0.003436860998018987
2018-03-07,-0.00048387472056610203,0.012492436638843696,0.004786506564700588,0.021860100446862152
2018-03-08,0.004463078207817217,-0.009629843215428147,0.0044401594736043215,-0.007457304335704684
2018-03-09,0.01737883151892694,-0.005864531827206032,0.01741782666536884,0.015849460187280506
2018-03-12,-0.001273985129042532,0.05605653312252623,0.012350428812454961,-0.002537452370964699
2018-03-13,-0.006363576551088879,-0.010621995702379428,-0.006387748444923624,-0.015587602809748802
2018-03-14,-0.005724521948562322,-0.044494497652946774,0.001775698923243585,0.012700543900229011
2018-03-15,-0.000781930531963182,-0.003153405592199232,-0.005455760159082668,-0.0017915970978694684
2018-03-16,0.001703447167811456,-0.01305288982206032,-0.006724274466889391,0.006689839852173085
2018-03-19,-0.014204195388793028,-0.024241461624452176,-0.01702002356856136,-0.06769680960219937
2018-03-20,0.0014818054520648882,-0.00959942757640797,0.02691387223103381,-0.025556329703104286
2018-03-21,-0.0018439898833508828,0.019256145072983122,-0.0029309385697435797,0.007374483672925258
2018-03-22,-0.025162888405856454,-0.02347326010471351,-0.023352257063312565,-0.026565992889777013
2018-03-23,-0.02096688071186603,-0.024458090225057294,-0.03194990354365934,-0.03335561137584264
2018-03-26,0.02715725576151251,0.00875508689287341,0.0403193371656132,0.0042035172767065365
2018-03-27,-0.017276308813847896,-0.08218823758246674,-0.037799009933227934,-0.0489817102847252
2018-03-28,-0.00291665716625622,-0.0766530355251378,-0.043839574227757305,0.005321456369070443
