Date,sent_wiki_z,sent_trends_z,sent_event_z,sent_composite_raw,sent_composite_z,company,date
2018-01-02,-0.5085841999203395,0.6963555872011223,0.08132152832948487,0.08634719445384748,0.13799384025540937,Amazon,2018-01-02
2018-01-03,-0.45010685828745645,0.6963555872011223,0.08132152832948487,0.09804266278042409,0.1566846917437278,Amazon,2018-01-03
2018-01-04,-0.5225997577660001,0.6963555872011223,0.08132152832948487,0.08354408288471536,0.1335141101085815,Amazon,2018-01-04
2018-01-05,-0.508346648092447,0.6963555872011223,0.08132152832948487,0.08639470481942599,0.13806976788501663,Amazon,2018-01-05
2018-01-08,-0.019860906002730414,-0.040373743100993044,0.08132152832948487,0.03674598717694623,0.058724778686736916,Amazon,2018-01-08
2018-01-09,1.4909687193938967,-0.040373743100993044,0.08132152832948487,0.3389119122562716,0.5416245029888566,Amazon,2018-01-09
2018-01-10,2.8403422857662197,-0.040373743100993044,0.08132152832948487,0.6087866255307363,0.9729187483679145,Amazon,2018-01-10
2018-01-11,1.324722031840426,-0.040373743100993044,0.08132152832948487,0.30566257474557745,0.488487816868715,Amazon,2018-01-11
2018-01-12,2.0171856101472136,-0.040373743100993044,0.08132152832948487,0.444155290406935,0.7098168571738533,Amazon,2018-01-12
2018-01-16,0.18684877623510476,0.051717423186771375,0.08132152832948487,0.09650615688206615,0.15422915916006255,Amazon,2018-01-16
2018-01-17,-0.09314564490758252,0.051717423186771375,0.08132152832948487,0.04050727265352869,0.06473579306298206,Amazon,2018-01-17
2018-01-18,0.5754439746960035,0.051717423186771375,0.08132152832948487,0.1742251965742459,0.2784341065925915,Amazon,2018-01-18
2018-01-19,0.5394548727702819,0.051717423186771375,0.08132152832948487,0.16702737618910157,0.2669310707070929,Amazon,2018-01-19
2018-01-22,0.2572828932052463,-0.5929207408275796,0.08132152832948487,-0.018334652526775755,-0.029301115431963093,Amazon,2018-01-22
2018-01-23,0.10968402414134097,-0.5929207408275796,0.08132152832948487,-0.04785442633955682,-0.0764774826279354,Amazon,2018-01-23
2018-01-24,0.08747292823338741,-0.5929207408275796,0.08132152832948487,-0.05229664552114753,-0.08357671599621341,Amazon,2018-01-24
2018-01-25,-0.06796515115097208,-0.5929207408275796,0.08132152832948487,-0.08338426139801944,-0.13325869496922502,Amazon,2018-01-25
2018-01-26,-0.12909515486198864,-0.5929207408275796,0.08132152832948487,-0.09561026214022275,-0.15279740498815775,Amazon,2018-01-26
2018-01-29,0.029866609969443687,-0.4087384082520507,0.08132152832948487,-0.026981442658830485,-0.04311978995580739,Amazon,2018-01-29
2018-01-30,0.4711983142224888,-0.4087384082520507,0.08132152832948487,0.06128489819177854,0.09794109124953142,Amazon,2018-01-30
2018-01-31,0.241525288621707,-0.4087384082520507,0.08132152832948487,0.015350293071622181,0.02453172802425373,Amazon,2018-01-31
2018-02-01,0.13834861137370882,-0.4087384082520507,0.08132152832948487,-0.005285042377977459,-0.008446172435162528,Amazon,2018-02-01
2018-02-02,0.16729034240528468,-0.4087384082520507,0.08132152832948487,0.0005033038283377145,0.0008043437719876218,Amazon,2018-02-02
2018-02-05,0.29200505204887417,-0.4087384082520507,0.08132152832948487,0.025446245757055612,0.04066634931579467,Amazon,2018-02-05
2018-02-06,0.1923916522192643,-0.4087384082520507,0.08132152832948487,0.005523565791133639,0.008827363300487208,Amazon,2018-02-06
2018-02-07,0.2858682964949833,-0.4087384082520507,0.08132152832948487,0.02421889464627744,0.03870488555094069,Amazon,2018-02-07
2018-02-08,-0.05082182757139295,-0.4087384082520507,0.08132152832948487,-0.04311913016699781,-0.06890987481240382,Amazon,2018-02-08
