Date,sent_wiki_z,sent_trends_z,sent_event_z,sent_composite_raw,sent_composite_z,company,date
2018-01-02,-0.193566310227862,-0.054145720823375425,-0.02571459510475171,-0.06497116327309851,-0.09643024422220413,Tesla,2018-01-02
2018-01-03,-0.08785445583351337,-0.054145720823375425,-0.02571459510475171,-0.04382879239422879,-0.0650507231458133,Tesla,2018-01-03
2018-01-04,-0.1975605821162069,-0.054145720823375425,-0.02571459510475171,-0.0657700176507675,-0.09761590442675971,Tesla,2018-01-04
2018-01-05,-0.0557719507062452,-0.054145720823375425,-0.02571459510475171,-0.03741229136877515,-0.05552734800882063,Tesla,2018-01-05
2018-01-08,-0.13811170011537896,-0.09598811511370131,-0.02571459510475171,-0.06224872010866708,-0.09238959224674699,Tesla,2018-01-08
2018-01-09,-0.17030649401059256,-0.09598811511370131,-0.02571459510475171,-0.06868767888770981,-0.10194629919671915,Tesla,2018-01-09
2018-01-10,-0.1920584324868804,-0.09598811511370131,-0.02571459510475171,-0.07303806658296738,-0.10840314753960018,Tesla,2018-01-10
2018-01-11,-0.2776866386715591,-0.09598811511370131,-0.02571459510475171,-0.09016370781990313,-0.1338210357802336,Tesla,2018-01-11
2018-01-12,-0.24520310223020012,-0.09598811511370131,-0.02571459510475171,-0.08366700053163133,-0.12417861845402853,Tesla,2018-01-12
2018-01-16,-0.3264199639598795,-0.221515297984679,-0.02571459510475171,-0.12501580945176272,-0.1855485484598295,Tesla,2018-01-16
2018-01-17,-0.33351019759300576,-0.221515297984679,-0.02571459510475171,-0.12643385617838798,-0.18765321436510488,Tesla,2018-01-17
2018-01-18,-0.3270295315572976,-0.221515297984679,-0.02571459510475171,-0.12513772297124634,-0.18572949258743235,Tesla,2018-01-18
2018-01-19,-0.3793400561673083,-0.221515297984679,-0.02571459510475171,-0.13559982789324848,-0.2012573557482989,Tesla,2018-01-19
2018-01-22,-0.379356097419872,-0.054145720823375425,-0.02571459510475171,-0.10212912071150053,-0.15158010964052868,Tesla,2018-01-22
2018-01-23,-0.0053222113936160055,-0.054145720823375425,-0.02571459510475171,-0.027322343506249312,-0.04055184060589966,Tesla,2018-01-23
2018-01-24,0.011136113736672566,-0.054145720823375425,-0.02571459510475171,-0.024030678480191598,-0.035666349160622425,Tesla,2018-01-24
2018-01-25,-0.22622630044742098,-0.054145720823375425,-0.02571459510475171,-0.07150316131701032,-0.10612504011166266,Tesla,2018-01-25
2018-01-26,-0.2941930875595386,-0.054145720823375425,-0.02571459510475171,-0.08509651873943384,-0.12630031033938163,Tesla,2018-01-26
2018-01-29,0.1352152023163822,0.5316477992411871,-0.02571459510475171,0.11794384324866285,0.17505233146538246,Tesla,2018-01-29
2018-01-30,0.4856844883266597,0.5316477992411871,-0.02571459510475171,0.18803770045071838,0.2790856814618904,Tesla,2018-01-30
2018-01-31,0.012355248931508757,0.5316477992411871,-0.02571459510475171,0.09337185257168815,0.13858256637826902,Tesla,2018-01-31
2018-02-01,0.028733367798979156,0.5316477992411871,-0.02571459510475171,0.09664747634518223,0.14344424938570377,Tesla,2018-02-01
2018-02-02,-0.027427057426303775,0.5316477992411871,-0.02571459510475171,0.08541539130012564,0.12677358120839813,Tesla,2018-02-02
2018-02-05,-0.06449839210086214,4.422990468241495,-0.02571459510475171,0.8562696581652754,1.2708760024792296,Tesla,2018-02-05
2018-02-06,4.2937013931551915,4.422990468241495,-0.02571459510475171,1.7279096152164861,2.5645646129012922,Tesla,2018-02-06
2018-02-07,11.904794497022657,4.422990468241495,-0.02571459510475171,3.2501282359899792,4.823842513525747,Tesla,2018-02-07
2018-02-08,6.018601240070201,4.422990468241495,-0.02571459510475171,2.0728895845994884,3.0765841154541347,Tesla,2018-02-08
2018-02-09,3.254388639557339,4.422990468241495,-0.02571459510475171,1.5200470644969157,2.2560548753384153,Tesla,2018-02-09
2018-02-12,2.221331974459304,1.1592837135960754,-0.02571459510475171,0.6606943805482248,0.9806030439181452,Tesla,2018-02-12
2018-02-13,1.304670637962998,1.1592837135960754,-0.02571459510475171,0.47736211324896366,0.7085011695039909,Tesla,2018-02-13
2018-02-14,0.7165662364750451,1.1592837135960754,-0.02571459510475171,0.3597412329513731,0.5339281798677784,Tesla,2018-02-14
2018-02-15,0.4650714787823899,1.1592837135960754,-0.02571459510475171,0.3094422814128421,0.45927444216889296,Tesla,2018-02-15
2018-02-16,0.31600011870853834,1.1592837135960754,-0.02571459510475171,0.27962800939807175,0.4150240795948565,Tesla,2018-02-16
2018-02-20,0.1455618102199262,0.3642782220798835,-0.02571459510475171,0.0865392493971109,0.12844161215172376,Tesla,2018-02-20
2018-02-21,0.1474065542647441,0.3642782220798835,-0.02571459510475171,0.08690819820607448,0.12898920622210083,Tesla,2018-02-21
2018-02-22,0.09764658881235119,0.3642782220798835,-0.02571459510475171,0.07695620511559591,0.11421845138462523,Tesla,2018-02-22
2018-02-23,0.09483936961371522,0.3642782220798835,-0.02571459510475171,0.07639476127586871,0.11338515606013837,Tesla,2018-02-23
2018-02-26,-0.059669975079208286,-0.13783050940402722,-0.02571459510475171,-0.054928853959498126,-0.08152544198563463,Tesla,2018-02-26
2018-02-27,-0.1301391975912528,-0.13783050940402722,-0.02571459510475171,-0.06902269846190703,-0.10244353547403902,Tesla,2018-02-27
2018-02-28,-0.17739672764371883,-0.13783050940402722,-0.02571459510475171,-0.07847420447240024,-0.11647146705082921,Tesla,2018-02-28
2018-03-01,-0.22393240133082132,-0.13783050940402722,-0.02571459510475171,-0.08778133920982074,-0.1302851226870371,Tesla,2018-03-01
2018-03-02,-0.22280951365136692,-0.13783050940402722,-0.02571459510475171,-0.08755676167392985,-0.1299518045572423,Tesla,2018-03-02
2018-03-05,-0.2764995859818502,-0.1796729036943531,-0.02571459510475171,-0.10666325499809169,-0.15830967479783425,Tesla,2018-03-05
2018-03-06,-0.21326496837600464,-0.1796729036943531,-0.02571459510475171,-0.09401633147692258,-0.1395391024028217,Tesla,2018-03-06
2018-03-07,-0.2333325753331109,-0.1796729036943531,-0.02571459510475171,-0.09802985286834383,-0.14549597355101063,Tesla,2018-03-07
2018-03-08,-0.19646977694187975,-0.1796729036943531,-0.02571459510475171,-0.0906572931900976,-0.13455361551860603,Tesla,2018-03-08
2018-03-09,-0.1877272942946992,-0.1796729036943531,-0.02571459510475171,-0.0889087966606615,-0.13195849579377555,Tesla,2018-03-09
2018-03-12,0.7849019723961262,0.07138146204760225,-0.02571459510475171,0.1558279298258947,0.23127991823987074,Tesla,2018-03-12
2018-03-13,0.07597485659888153,0.07138146204760225,-0.02571459510475171,0.014042506666445733,0.02084189783774383,Tesla,2018-03-13
2018-03-14,0.0943100082791153,0.07138146204760225,-0.02571459510475171,0.01770953700249249,0.026284506728535148,Tesla,2018-03-14
2018-03-15,0.009034709650836501,0.07138146204760225,-0.02571459510475171,0.000654477276836726,0.0009713756144086407,Tesla,2018-03-15
2018-03-16,-0.11329588239943703,0.07138146204760225,-0.02571459510475171,-0.023811641133217983,-0.035341253782944386,Tesla,2018-03-16
2018-03-19,-0.1400045679178878,-0.054145720823375425,-0.02571459510475171,-0.054258814811103666,-0.08053096943099486,Tesla,2018-03-19
2018-03-20,-0.11618330786089116,-0.054145720823375425,-0.02571459510475171,-0.04949456279970434,-0.07345986339177782,Tesla,2018-03-20
2018-03-21,-0.03283295954024846,-0.054145720823375425,-0.02571459510475171,-0.032824493135575804,-0.04871813478587088,Tesla,2018-03-21
2018-03-22,-0.05869145867282661,-0.054145720823375425,-0.02571459510475171,-0.03799619296209143,-0.05639397514628696,Tesla,2018-03-22
2018-03-23,0.03842228434741415,-0.054145720823375425,-0.02571459510475171,-0.01857344435804328,-0.027566718606610162,Tesla,2018-03-23
2018-03-26,0.3621026785764227,0.6990173764024906,-0.02571459510475171,0.19679525393293168,0.29208364822953337,Tesla,2018-03-26
2018-03-27,-0.072615265898061,0.6990173764024906,-0.02571459510475171,0.10985166503803491,0.16304191512328273,Tesla,2018-03-27
2018-03-28,-0.2170988277387132,0.6990173764024906,-0.02571459510475171,0.08095495266990446,0.12015339519383626,Tesla,2018-03-28
2018-03-29,-0.18450300252940874,0.6990173764024906,-0.02571459510475171,0.08747411771176535,0.12982914433302079,Tesla,2018-03-29
2018-04-02,-0.012717228825451319,0.6153325878218389,-0.02571459510475171,0.10509431473642648,0.15598105260637865,Tesla,2018-04-02
2018-04-03,-0.084100802733623,0.6153325878218389,-0.02571459510475171,0.09081759995479215,0.13479154292656997,Tesla,2018-04-03
2018-04-04,-0.23572272196509236,0.6153325878218389,-0.02571459510475171,0.060493216108498275,0.08978407202914264,Tesla,2018-04-04
2018-04-05,-0.23176053258187476,0.6153325878218389,-0.02571459510475171,0.06128565398514179,0.09096020885856122,Tesla,2018-04-05
2018-04-06,-0.33896422346464133,0.6153325878218389,-0.02571459510475171,0.039844915808588476,0.05913785083830024,Tesla,2018-04-06
2018-04-09,-0.25792381551316196,-0.054145720823375425,-0.02571459510475171,-0.0778426643301585,-0.11553413474701141,Tesla,2018-04-09
